央视1,#genre#
龍華偶像,http://foxtv.zone.id/ublive.php?id=385
霹靂臺灣,http://foxtv.zone.id/ublive.php?id=1339
美亞電影,http://foxtv.zone.id/ublive.php?id=375
AMC,http://foxtv.zone.id/ublive.php?id=84
HBOSignature,http://foxtv.zone.id/ublive.php?id=329
HBOSignature,http://foxtv.zone.id/ublive.php?id=2824
HBO Hits,http://foxtv.zone.id/ublive.php?id=330
采昌影劇,http://foxtv.zone.id/ublive.php?id=2804
影迷數位電影,http://foxtv.zone.id/ublive.php?id=2800
龍華戲劇,http://foxtv.zone.id/ublive.php?id=2796
龍華經典,http://foxtv.zone.id/ublive.php?id=100
龍翔時代,http://foxtv.zone.id/ublive.php?id=373
AXN臺灣,http://foxtv.zone.id/ublive.php?id=2816
天映經典,http://foxtv.zone.id/ublive.php?id=2289
AXN亞洲,http://foxtv.zone.id/ublive.php?id=1066
Trill恐怖電影,http://foxtv.zone.id/ublive.php?id=18
龍華電影,http://foxtv.zone.id/ublive.php?id=311
華納電影,http://foxtv.zone.id/ublive.php?id=83
甄嬛传,http://foxtv.zone.id/ublive.php?id=1060
CATCHPLAY,http://foxtv.zone.id/ublive.php?id=362
TVB亞洲劇,http://foxtv.zone.id/ublive.php?id=1048
TVB粵語片,http://foxtv.zone.id/ublive.php?id=1589
CHC高清電影,http://foxtv.zone.id/ublive.php?id=1345
CHC動作電影,http://foxtv.zone.id/ublive.php?id=1346
CHC家庭影院,http://foxtv.zone.id/ublive.php?id=1347
CBN歡笑劇場4K,http://foxtv.zone.id/ublive.php?id=1348
SETONE,http://foxtv.zone.id/ublive.php?id=1349
龍華洋片,http://foxtv.zone.id/ublive.php?id=341
飢餓遊戲,http://foxtv.zone.id/ublive.php?id=264
台視時光機,http://foxtv.zone.id/ublive.php?id=2555
龍翔時代,http://foxtv.zone.id/ublive.php?id=1175
體育頻道,#genre#
緯來體育,http://foxtv.zone.id/ublive.php?id=118
緯來體育,http://foxtv.zone.id/ublive.php?id=2732
ELTA體育1,http://foxtv.zone.id/ublive.php?id=192
ELTA體育1,http://foxtv.zone.id/ublive.php?id=2729
ELTA體育2,http://foxtv.zone.id/ublive.php?id=2730
ELTA體育2,http://foxtv.zone.id/ublive.php?id=193
ELTA體育3,http://foxtv.zone.id/ublive.php?id=2731
ELTA體育3,http://foxtv.zone.id/ublive.php?id=194
ELTA體育4,http://foxtv.zone.id/ublive.php?id=2820
ELTA體育4-備,http://foxtv.zone.id/ublive.php?id=3255
FOX Sport 1,http://foxtv.zone.id/ublive.php?id=2791
FOX Sport 2,http://foxtv.zone.id/ublive.php?id=1132
Eleven Sport 1,http://foxtv.zone.id/ublive.php?id=3224
Eleven Sport 2,http://foxtv.zone.id/ublive.php?id=301
Z頻道,http://foxtv.zone.id/ublive.php?id=1130
博斯無限,http://foxtv.zone.id/ublive.php?id=381
博斯無限,http://foxtv.zone.id/ublive.php?id=2797
博斯無限2,http://foxtv.zone.id/ublive.php?id=426
博斯無限2,http://foxtv.zone.id/ublive.php?id=2798
博斯網球,http://foxtv.zone.id/ublive.php?id=498
博斯高球1,http://foxtv.zone.id/ublive.php?id=377
博斯高球2,http://foxtv.zone.id/ublive.php?id=378
博斯魅力,http://foxtv.zone.id/ublive.php?id=175
博斯運動1,http://foxtv.zone.id/ublive.php?id=379
博斯運動2,http://foxtv.zone.id/ublive.php?id=380
歐洲體育,http://foxtv.zone.id/ublive.php?id=1342
魅力足球,http://foxtv.zone.id/ublive.php?id=464
J SPORTS 1,http://foxtv.zone.id/ublive.php?id=129
J SPORTS 2,http://foxtv.zone.id/ublive.php?id=130
J SPORTS 3,http://foxtv.zone.id/ublive.php?id=131
J SPORTS 4,http://foxtv.zone.id/ublive.php?id=132
mlb  network,http://foxtv.zone.id/ublive.php?id=3250
BTN,http://foxtv.zone.id/ublive.php?id=3256
mlb  network,http://foxtv.zone.id/ublive.php?id=3251
bt espn hd,http://foxtv.zone.id/ublive.php?id=2790
ESPN 1,http://foxtv.zone.id/ublive.php?id=1182
ESPN 1,http://foxtv.zone.id/ublive.php?id=2788
ESPN 2,http://foxtv.zone.id/ublive.php?id=2789
NBA,http://foxtv.zone.id/ublive.php?id=2792
NBA TV US,http://foxtv.zone.id/ublive.php?id=1185
Fox Sport 2,http://foxtv.zone.id/ublive.php?id=1187
TSN 1,http://foxtv.zone.id/ublive.php?id=1273
TSN 2,http://foxtv.zone.id/ublive.php?id=1274
TSN 3,http://foxtv.zone.id/ublive.php?id=1275
TSN 4,http://foxtv.zone.id/ublive.php?id=1276
TSN 5,http://foxtv.zone.id/ublive.php?id=1277
SportNet ON,http://foxtv.zone.id/ublive.php?id=1278
SportNet One,http://foxtv.zone.id/ublive.php?id=1279
SportNet World,http://foxtv.zone.id/ublive.php?id=1280
SportNet 360,http://foxtv.zone.id/ublive.php?id=1281
NBA CA,http://foxtv.zone.id/ublive.php?id=1282
Freesports,http://foxtv.zone.id/ublive.php?id=1412
BT Sport 2,http://foxtv.zone.id/ublive.php?id=166
BT Sport 3,http://foxtv.zone.id/ublive.php?id=167
BT Sport 1,http://foxtv.zone.id/ublive.php?id=165
Sky Sports 1,http://foxtv.zone.id/ublive.php?id=172
Sky Sport 2,http://foxtv.zone.id/ublive.php?id=171
Sky Sport 3,http://foxtv.zone.id/ublive.php?id=183
Sky Sport 5,http://foxtv.zone.id/ublive.php?id=418
sky sports racing hd,http://foxtv.zone.id/ublive.php?id=2778
sky news hd,http://foxtv.zone.id/ublive.php?id=2779
UK Euro Sport 1,http://foxtv.zone.id/ublive.php?id=3226
UK Euro Sport 2,http://foxtv.zone.id/ublive.php?id=3227
sky sports mix,http://foxtv.zone.id/ublive.php?id=2780
sky sports arena,http://foxtv.zone.id/ublive.php?id=2781
sky sports football,http://foxtv.zone.id/ublive.php?id=2782
sky sports premier league,http://foxtv.zone.id/ublive.php?id=2783
sky sports the open,http://foxtv.zone.id/ublive.php?id=2784
sky sports action,http://foxtv.zone.id/ublive.php?id=2785
sky sports main event,http://foxtv.zone.id/ublive.php?id=2787
sky sports f1,http://foxtv.zone.id/ublive.php?id=3237
Sky Sports F1,http://foxtv.zone.id/ublive.php?id=182
cbs action,http://foxtv.zone.id/ublive.php?id=3238
Russia Today,http://foxtv.zone.id/ublive.php?id=3239
4seven hd,http://foxtv.zone.id/ublive.php?id=3240
racing uk hd,http://foxtv.zone.id/ublive.php?id=3241
sky greats,http://foxtv.zone.id/ublive.php?id=3243
channel 4 hd,http://foxtv.zone.id/ublive.php?id=3245
channel 5,http://foxtv.zone.id/ublive.php?id=3247
sony tv,http://foxtv.zone.id/ublive.php?id=3248
SKY SPORT NBA,http://foxtv.zone.id/ublive.php?id=2738
SKY SPORT ARENA,http://foxtv.zone.id/ublive.php?id=2739
SKY F1,http://foxtv.zone.id/ublive.php?id=2740
Sky sport uno,http://foxtv.zone.id/ublive.php?id=1597
Rai Sport,http://foxtv.zone.id/ublive.php?id=1613
NBA 2TV,http://foxtv.zone.id/ublive.php?id=3044
Sport TV 2,http://foxtv.zone.id/ublive.php?id=1785
紀實頻道,#genre#
亞洲旅遊,http://foxtv.zone.id/ublive.php?id=2299
探索頻道,http://foxtv.zone.id/ublive.php?id=2817
探索頻道,http://foxtv.zone.id/ublive.php?id=1035
大陸尋奇,http://foxtv.zone.id/ublive.php?id=102
動物星球,http://foxtv.zone.id/ublive.php?id=367
探索亞洲,http://foxtv.zone.id/ublive.php?id=306
探索科學,http://foxtv.zone.id/ublive.php?id=343
探索科學-2,http://foxtv.zone.id/ublive.php?id=3275
Nat Geo WILD,http://foxtv.zone.id/ublive.php?id=388
國家野生（英）,http://foxtv.zone.id/ublive.php?id=1038
CI罪案偵查,http://foxtv.zone.id/ublive.php?id=2303
探索EVE,http://foxtv.zone.id/ublive.php?id=1036
視納華仁紀實,http://foxtv.zone.id/ublive.php?id=91
美食星球,http://foxtv.zone.id/ublive.php?id=3073
美食星球,http://foxtv.zone.id/ublive.php?id=1360
EYE旅遊,http://foxtv.zone.id/ublive.php?id=1494
探索動力DMAX,http://foxtv.zone.id/ublive.php?id=335
Globetrotter（MOD）,http://foxtv.zone.id/ublive.php?id=3259
NASA Live,http://foxtv.zone.id/ublive.php?id=196
TV5MONDE STYLE,http://foxtv.zone.id/ublive.php?id=389
動物世界,http://foxtv.zone.id/ublive.php?id=291
法國時裝,http://foxtv.zone.id/ublive.php?id=2287
台灣啟示錄,http://foxtv.zone.id/ublive.php?id=2765
CCTV17,http://foxtv.zone.id/ublive.php?id=3260
TLC,http://foxtv.zone.id/ublive.php?id=1533
TLC Canada,http://foxtv.zone.id/ublive.php?id=1262
Food Network Canada,http://foxtv.zone.id/ublive.php?id=1265
History,http://foxtv.zone.id/ublive.php?id=1413
少兒頻道,#genre#
Bebefinn,http://foxtv.zone.id/ublive.php?id=489
Leigha Marina,http://foxtv.zone.id/ublive.php?id=313
MOMO親子,http://foxtv.zone.id/ublive.php?id=2767
東森幼幼,http://foxtv.zone.id/ublive.php?id=371
東森幼幼,http://foxtv.zone.id/ublive.php?id=2771
東森亞洲呦呦,http://foxtv.zone.id/ublive.php?id=293
CN Asia,http://foxtv.zone.id/ublive.php?id=2768
Nick Jr.,http://foxtv.zone.id/ublive.php?id=50
Mickey Mouse,http://foxtv.zone.id/ublive.php?id=460
PAW Patrol,http://foxtv.zone.id/ublive.php?id=2226
Dreamworks,http://foxtv.zone.id/ublive.php?id=48
CN卡通,http://foxtv.zone.id/ublive.php?id=107
Tom and Jerry,http://foxtv.zone.id/ublive.php?id=3209
Curious George,http://foxtv.zone.id/ublive.php?id=173
Animax,http://foxtv.zone.id/ublive.php?id=59
靖天卡通,http://foxtv.zone.id/ublive.php?id=344
Treehouse,http://foxtv.zone.id/ublive.php?id=55
Nickj,http://foxtv.zone.id/ublive.php?id=53
Disney,http://foxtv.zone.id/ublive.php?id=5
Boomerang,http://foxtv.zone.id/ublive.php?id=57
Hogi,http://foxtv.zone.id/ublive.php?id=2346
BABY LOONEY TUNES,http://foxtv.zone.id/ublive.php?id=2438
Beep Beep,http://foxtv.zone.id/ublive.php?id=3015
Baby songs,http://foxtv.zone.id/ublive.php?id=3018
Minnie Bow-Toons,http://foxtv.zone.id/ublive.php?id=456
Pixar Cars,http://foxtv.zone.id/ublive.php?id=1562
CCTV14,http://foxtv.zone.id/ublive.php?id=214
CCTV14,http://foxtv.zone.id/ublive.php?id=2826
音樂宗教,#genre#
好消息,http://foxtv.zone.id/ublive.php?id=104
好消息2,http://foxtv.zone.id/ublive.php?id=363
Gentle Music,http://foxtv.zone.id/ublive.php?id=58
Water Sounds,http://foxtv.zone.id/ublive.php?id=496
Hits Radio,http://foxtv.zone.id/ublive.php?id=4
Unbelievable Beauty,http://foxtv.zone.id/ublive.php?id=1002
Relaxing Music,http://foxtv.zone.id/ublive.php?id=151
Relaxing Jazz Piano,http://foxtv.zone.id/ublive.php?id=1351
流行鋼琴曲,http://foxtv.zone.id/ublive.php?id=1361
Mezzo Live,http://foxtv.zone.id/ublive.php?id=60
Lofi Hip Hop,http://foxtv.zone.id/ublive.php?id=2350
4K Nature,http://foxtv.zone.id/ublive.php?id=1015
Coffee Jazz,http://foxtv.zone.id/ublive.php?id=1019
Space Ambient,http://foxtv.zone.id/ublive.php?id=1005
Rolling Cam Venice,http://foxtv.zone.id/ublive.php?id=1007
大愛一臺,http://foxtv.zone.id/ublive.php?id=11
大愛二臺,http://foxtv.zone.id/ublive.php?id=197
Baroque Live Music,http://foxtv.zone.id/ublive.php?id=1027
唯心電視,http://foxtv.zone.id/ublive.php?id=1150
人間衛視,http://foxtv.zone.id/ublive.php?id=101
Good Life Radio,http://foxtv.zone.id/ublive.php?id=1152
Rainy Jazz,http://foxtv.zone.id/ublive.php?id=1089
Tropical House Radio,http://foxtv.zone.id/ublive.php?id=1090
Sleeping Music,http://foxtv.zone.id/ublive.php?id=1087
Relaxing Piano Collection,http://foxtv.zone.id/ublive.php?id=1088
佛衛慈悲台,http://foxtv.zone.id/ublive.php?id=1306
生命電視,http://foxtv.zone.id/ublive.php?id=1124
華藏電視,http://foxtv.zone.id/ublive.php?id=1053
治愈音樂,http://foxtv.zone.id/ublive.php?id=1503
正德電視,http://foxtv.zone.id/ublive.php?id=42
SupremeMasterTV,http://foxtv.zone.id/ublive.php?id=323
鳥鳴音樂,http://foxtv.zone.id/ublive.php?id=1407
GRASS COTTON,http://foxtv.zone.id/ublive.php?id=3221
Heavenly Harp Music,http://foxtv.zone.id/ublive.php?id=2540
